package_id,item_id,user__id,user__feedback,data__image,data__item_id,data__title,data__category_breadcrumbs,annotation__output,annotation__time,reference__output,feedback__output,test_group
500,73399,794,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",10000.0,0 days 00:00:15.638719000,50.0,50.0,high quality feedback
502,72563,585,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",600.0,0 days 00:00:03.478944000,50.0,50.0,high quality feedback
502,72563,595,False,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",502.0,0 days 00:00:11.462689000,50.0,,high quality feedback
502,72563,659,False,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",17.0,0 days 00:00:18.457101000,50.0,,high quality feedback
502,72563,715,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",100.0,0 days 00:00:10.753809000,50.0,50.0,high quality feedback
502,72563,796,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",300.0,0 days 00:00:08.301002000,50.0,50.0,high quality feedback
502,72563,809,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",200.0,0 days 00:00:10.887965000,50.0,50.0,high quality feedback
739,72356,617,False,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",52.0,0 days 00:00:04.966889000,50.0,,high quality feedback
739,72356,624,False,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",43.0,0 days 00:00:16.744660000,50.0,,high quality feedback
739,72356,1147,True,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",250.0,0 days 00:00:08.950578000,50.0,50.0,high quality feedback
501,73336,680,False,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/yGUAAOSwCtNb9Vci/$_57.JPG?set_id=8800005007,263958778810,Lenovo ThinkPad Bluetooth Laser Mouse,"Computers/Tablets & Networking > Keyboards, Mice & Pointers > Mice, Trackballs & Touchpads",33.0,0 days 00:00:14.690727000,50.0,,high quality feedback
